item_name,year,indent_level,cpi_u,cpi_w,bls_item_code,bls_series_id_cpi_u_nsa
Motor fuel,2007,2,5.482,6.94,SETB,CUUR0000SETB
Gasoline (all types),2007,2,5.215,6.597,SETB01,CUUR0000SETB01
Other motor fuels,2007,2,0.268,0.344,SETB02,CUUR0000SETB02
Motor vehicle parts and equipment,2007,2,0.356,0.446,SETC,CUUR0000SETC
Tires,2007,2,0.217,0.238,SETC01,CUUR0000SETC01
Vehicle accessories other than tires,2007,2,0.139,0.208,SETC02,CUUR0000SETC02
Motor vehicle maintenance and repair,2007,2,1.123,1.169,SETD,CUUR0000SETD
Motor vehicle body work,2007,2,0.068,0.069,SETD01,CUUR0000SETD01
Motor vehicle maintenance and servicing,2007,2,0.435,0.442,SETD02,CUUR0000SETD02
Motor vehicle repair,2007,2,0.595,0.633,SETD03,CUUR0000SETD03
Unsampled service policies,2007,2,0.025,0.025,,
Motor vehicle insurance,2007,2,1.966,2.34,SETE,CUUR0000SETE
Motor vehicle fees,2007,2,0.465,0.44,SETF,CUUR0000SETF
State and local registration and license,2007,2,0.284,0.297,,
Parking and other fees,2007,2,0.166,0.134,SETF03,CUUR0000SETF03
Unsampled motor vehicle fees,2007,2,0.015,0.009,SETF,CUUR0000SETF
Public transportation,2007,1,1.106,0.767,SETG,CUUR0000SETG
Airline fare,2007,2,0.721,0.483,SETG01,CUUR0000SETG01
Other intercity transportation,2007,2,0.167,0.097,SETG02,CUUR0000SETG02
Intracity transportation,2007,2,0.211,0.181,SETG03,CUUR0000SETG03
Unsampled public transportation,2007,2,0.006,0.006,SAT,CUUR0000SAT
Medical care,2007,1,6.231,5.192,SAM,CUUR0000SAM
Medical care commodities,2007,1,1.601,1.295,SAM1,CUUR0000SAM1
Prescription drugs,2007,2,1.236,0.998,SEMF01,CUUR0000SEMF01
Prescription drugs,2007,2,1.224,0.996,SEMF01,CUUR0000SEMF01
Unsampled rent or repair of medical equipment,2007,2,0.012,0.002,,
Nonprescription drugs and medical supplies,2007,2,0.365,0.297,SEMF01,CUUR0000SEMF01
Internal and respiratory over-the-counter drugs,2007,2,0.252,0.211,,
Nonprescription medical equipment and supplies,2007,2,0.113,0.086,SEMG,CUUR0000SEMG
Medical care services,2007,1,4.63,3.897,SAM2,CUUR0000SAM2
Professional services,2007,2,2.626,2.159,SEMC,CUUR0000SEMC
Physicians' services,2007,2,1.326,1.123,SEMC01,CUUR0000SEMC01
Dental services,2007,2,0.727,0.614,SEMC02,CUUR0000SEMC02
Eyeglasses and eye care,2007,2,0.243,0.195,SEMC03,CUUR0000SEMC03
Services by other medical professionals,2007,2,0.33,0.228,SEMC04,CUUR0000SEMC04
Hospital and related services,2007,2,1.467,1.26,SEMD,CUUR0000SEMD
Hospital services,2007,2,1.264,1.184,SEMD01,CUUR0000SEMD01
Nursing homes and adult day services,2007,2,0.128,0.064,SEMD02,CUUR0000SEMD02
Care of invalids and elderly at home,2007,2,0.075,0.011,SEMD03,CUUR0000SEMD03
Health insurance,2007,2,0.537,0.477,SEME,CUUR0000SEME
Recreation,2007,1,5.647,5.341,SAR,CUUR0000SAR
Video and audio,2007,1,1.843,1.987,SERA,CUUR0000SERA
Televisions,2007,2,0.167,0.145,SERA01,CUUR0000SERA01
Cable and satellite television and radio service,2007,2,1.187,1.317,,
Other video equipment,2007,2,0.035,0.038,SERA03,CUUR0000SERA03
rental,2007,4,0.163,0.199,,
Audio equipment,2007,2,0.109,0.101,SERA05,CUUR0000SERA05
"Audio discs, tapes and other media",2007,2,0.082,0.094,,
Unsampled video and audio,2007,2,0.1,0.092,SERA,CUUR0000SERA
"Pets, pet products and services",2007,1,0.722,0.708,SERB,CUUR0000SERB
Pets and pet products,2007,2,0.424,0.469,SERB01,CUUR0000SERB01
Pet services including veterinary,2007,2,0.298,0.239,SERB02,CUUR0000SERB02
Sporting goods,2007,1,0.586,0.627,SERC,CUUR0000SERC
Sports vehicles including bicycles,2007,2,0.321,0.32,SERC01,CUUR0000SERC01
Sports equipment,2007,2,0.255,0.293,SERC02,CUUR0000SERC02
Unsampled sporting goods,2007,2,0.009,0.014,SERC,CUUR0000SERC
Photography,2007,1,0.164,0.145,SERD,CUUR0000SERD
Photographic equipment and supplies,2007,2,0.077,0.065,SERD01,CUUR0000SERD01
Photographers and film processing,2007,2,0.085,0.079,,
Unsampled photography,2007,2,0.002,0.001,,
Other recreational goods,2007,1,0.37,0.408,SERE,CUUR0000SERE
Toys,2007,2,0.245,0.301,SERE01,CUUR0000SERE01
"Sewing machines, fabric and supplies",2007,2,0.062,0.053,SERE02,CUUR0000SERE02
Music instruments and accessories,2007,2,0.043,0.036,SERE03,CUUR0000SERE03
Unsampled recreation commodities,2007,2,0.02,0.018,SAC,CUUR0000SAC
Recreation services,2007,1,1.697,1.279,SARS,CUUR0000SARS
group exercises,2007,4,0.555,0.34,,
Admissions,2007,2,0.653,0.567,SERF02,CUUR0000SERF02
Fees for lessons or instructions,2007,2,0.231,0.141,SERF03,CUUR0000SERF03
Unsampled recreation services,2007,2,0.258,0.231,,
Recreational reading materials,2007,1,0.265,0.187,SERG,CUUR0000SERG
Newspapers and magazines,2007,2,0.144,0.106,SERG01,CUUR0000SERG01
Recreational books,2007,2,0.121,0.081,SERG02,CUUR0000SERG02
Unsampled recreational reading materials,2007,2,0.0,0.0,SERG,CUUR0000SERG
Education and communication,2007,1,6.086,5.987,SAE,CUUR0000SAE
Education,2007,1,2.944,2.377,SAE1,CUUR0000SAE1
Educational books and supplies,2007,2,0.207,0.204,SEEA,CUUR0000SEEA
"Tuition, other school fees, and childcare",2007,2,2.736,2.174,SEEB,CUUR0000SEEB
College tuition and fees,2007,2,1.373,0.966,SEEB01,CUUR0000SEEB01
Elementary and high school tuition and fees,2007,2,0.402,0.263,SEEB02,CUUR0000SEEB02
Child care and nursery school,2007,2,0.781,0.803,SEEB03,CUUR0000SEEB03
Technical and business school tuition and fees,2007,2,0.071,0.049,SEEB04,CUUR0000SEEB04
childcare,2007,4,0.109,0.093,,
Communication,2007,1,3.142,3.609,SAE2,CUUR0000SAE2
Postage and delivery services,2007,2,0.166,0.121,SEEC,CUUR0000SEEC
Postage,2007,2,0.156,0.114,SEEC01,CUUR0000SEEC01
Delivery services,2007,2,0.01,0.008,SEEC02,CUUR0000SEEC02
Information and information processing,2007,2,2.975,3.488,SAE21,CUUR0000SAE21
Telephone services,2007,2,2.342,2.869,SEED,CUUR0000SEED
"Land-line telephone services, local charges",2007,3,0.789,0.896,,
charges,2007,5,0.506,0.607,,
Wireless telephone services,2007,3,1.047,1.365,SEED03,CUUR0000SEED03
"Information technology, hardware and services",2007,2,0.634,0.619,SEEE,CUUR0000SEEE
Personal computers and peripheral equipment,2007,2,0.242,0.228,SEEE01,CUUR0000SEEE01
Computer software and accessories,2007,2,0.04,0.035,SEEE02,CUUR0000SEEE02
providers,2007,4,0.282,0.287,,
consumer information items,2007,4,0.061,0.062,,
Unsampled information and information processing,2007,2,0.009,0.008,,
Other goods and services,2007,1,3.277,3.508,SAG,CUUR0000SAG
Tobacco and smoking products,2007,1,0.731,1.183,SEGA,CUUR0000SEGA
Cigarettes,2007,2,0.684,1.119,SEGA01,CUUR0000SEGA01
Tobacco products other than cigarettes,2007,2,0.042,0.058,SEGA02,CUUR0000SEGA02
Unsampled tobacco and smoking products,2007,2,0.005,0.005,SEGA,CUUR0000SEGA
Personal care,2007,1,2.546,2.325,SAG1,CUUR0000SAG1
Personal care products,2007,2,0.639,0.647,SEGB,CUUR0000SEGB
care products,2007,4,0.324,0.34,SEGB,CUUR0000SEGB
implements,2007,4,0.31,0.302,,
Unsampled personal care products,2007,2,0.004,0.006,SEGB,CUUR0000SEGB
Personal care services,2007,2,0.629,0.56,SEGC,CUUR0000SEGC
Haircuts and other personal care services,2007,2,0.629,0.56,SEGC01,CUUR0000SEGC01
Miscellaneous personal services,2007,2,1.044,0.91,SEGD,CUUR0000SEGD
Legal services,2007,2,0.297,0.23,SEGD01,CUUR0000SEGD01
Funeral expenses,2007,2,0.176,0.1,SEGD02,CUUR0000SEGD02
Laundry and dry cleaning services,2007,2,0.253,0.255,SEGD03,CUUR0000SEGD03
cleaning,2007,4,0.031,0.022,,
Financial services,2007,2,0.192,0.156,SEGD05,CUUR0000SEGD05
Unsampled items,2007,2,0.094,0.147,,
Miscellaneous personal goods,2007,2,0.234,0.207,SEGE,CUUR0000SEGE
All items,2007,0,100.0,100.0,SA0,CUUR0000SA0
Commodities,2007,1,41.269,44.745,SAC,CUUR0000SAC
Commodities less food and beverages,2007,1,26.356,28.819,SACL11,CUUR0000SACL11
Nondurables less food and beverages,2007,2,15.519,17.315,SANL11,CUUR0000SANL11
"Nondurables less food, beverages, and apparel",2007,2,11.787,13.318,SANL113,CUUR0000SANL113
Durables,2007,2,10.837,11.504,SAD,CUUR0000SAD
Services,2007,1,58.731,55.255,SAS,CUUR0000SAS
Rent of shelter,2007,1,32.271,30.1,SAS2RS,CUUR0000SAS2RS
Transportation services,2007,1,5.35,5.266,SAS4,CUUR0000SAS4
Other services,2007,1,10.641,10.042,SAS367,CUUR0000SAS367
All items less food,2007,1,86.167,85.099,SA0L1,CUUR0000SA0L1
All items less shelter,2007,1,67.404,69.603,SA0L2,CUUR0000SA0L2
All items less medical care,2007,1,93.769,94.808,SA0L5,CUUR0000SA0L5
Commodities less food,2007,1,27.436,29.844,SACL1,CUUR0000SACL1
Nondurables less food,2007,1,16.599,18.341,SANL1,CUUR0000SANL1
Nondurables less food and apparel,2007,1,12.868,14.343,SANL13,CUUR0000SANL13
Nondurables,2007,1,30.432,33.241,SAN,CUUR0000SAN
Apparel less footwear,2007,1,3.052,3.177,SA311,CUUR0000SA311
Services less rent of shelter,2007,1,26.46,25.155,SASL2RS,CUUR0000SASL2RS
Services less medical care services,2007,1,54.101,51.358,SASL5,CUUR0000SASL5
Energy,2007,1,9.698,11.61,SA0E,CUUR0000SA0E
All items less energy,2007,1,90.302,88.39,SA0LE,CUUR0000SA0LE
All items less food and energy,2007,1,76.469,73.489,SA0L1E,CUUR0000SA0L1E
Commodities less food and energy commodities,2007,2,21.602,22.581,SACL1E,CUUR0000SACL1E
Energy commodities,2007,2,5.834,7.264,SACE,CUUR0000SACE
Services less energy services,2007,2,54.867,50.908,SASLE,CUUR0000SASLE
Domestically produced farm food,2007,1,6.386,7.119,SAN1D,CUUR0000SAN1D
Utilities and public transportation,2007,1,9.412,10.267,SAS24,CUUR0000SAS24
All items,2008,0,100.0,100.0,SA0,CUUR0000SA0
Food and beverages,2008,1,15.757,16.942,SAF,CUUR0000SAF
Food,2008,1,14.629,15.865,SAF1,CUUR0000SAF1
Food at home,2008,2,8.156,9.201,SAF11,CUUR0000SAF11
Cereals and bakery products,2008,2,1.15,1.249,SAF111,CUUR0000SAF111
Cereals and cereal products,2008,3,0.366,0.428,SEFA,CUUR0000SEFA
Flour and prepared flour mixes,2008,3,0.044,0.049,SEFA01,CUUR0000SEFA01
Breakfast cereal,2008,3,0.201,0.225,SEFA02,CUUR0000SEFA02
"Rice, pasta, cornmeal",2008,3,0.122,0.153,SEFA03,CUUR0000SEFA03
Bakery products,2008,3,0.784,0.821,SEFB,CUUR0000SEFB
Bread,2008,3,0.237,0.26,SEFB01,CUUR0000SEFB01
"Fresh biscuits, rolls, muffins",2008,3,0.112,0.113,SEFB02,CUUR0000SEFB02
"Cakes, cupcakes, and cookies",2008,3,0.205,0.213,SEFB03,CUUR0000SEFB03
Other bakery products,2008,3,0.231,0.235,SEFB04,CUUR0000SEFB04
"Meats, poultry, fish, and eggs",2008,2,1.898,2.315,SAF112,CUUR0000SAF112
"Meats, poultry, and fish",2008,3,1.789,2.184,SAF1121,CUUR0000SAF1121
Meats,2008,3,1.151,1.437,SAF11211,CUUR0000SAF11211
Beef and veal,2008,4,0.557,0.702,SEFC,CUUR0000SEFC
Uncooked ground beef,2008,4,0.225,0.304,SEFC01,CUUR0000SEFC01
Uncooked beef roasts,2008,4,0.087,0.107,SEFC02,CUUR0000SEFC02
Uncooked beef steaks,2008,4,0.194,0.226,SEFC03,CUUR0000SEFC03
Uncooked other beef and veal,2008,4,0.051,0.065,SEFC04,CUUR0000SEFC04
Pork,2008,4,0.346,0.433,SEFD,CUUR0000SEFD
products,2008,6,0.12,0.146,,
Ham,2008,4,0.071,0.087,SEFD02,CUUR0000SEFD02
Pork chops,2008,4,0.069,0.091,SEFD03,CUUR0000SEFD03
Other pork including roasts and picnics,2008,4,0.086,0.11,,
Other meats,2008,4,0.248,0.302,SEFE,CUUR0000SEFE
Poultry,2008,3,0.335,0.416,SEFF,CUUR0000SEFF
Chicken,2008,4,0.274,0.345,SEFF01,CUUR0000SEFF01
Other poultry including turkey,2008,4,0.061,0.071,,
Fish and seafood,2008,3,0.303,0.331,SEFG,CUUR0000SEFG
Fresh fish and seafood,2008,4,0.161,0.178,SEFG01,CUUR0000SEFG01
Processed fish and seafood,2008,4,0.142,0.153,SEFG02,CUUR0000SEFG02
Eggs,2008,3,0.109,0.131,SEFH,CUUR0000SEFH
Dairy and related products,2008,2,0.91,0.992,SEFJ,CUUR0000SEFJ
Milk,2008,3,0.312,0.37,SEFJ01,CUUR0000SEFJ01
Cheese and related products,2008,3,0.291,0.303,SEFJ02,CUUR0000SEFJ02
Ice cream and related products,2008,3,0.146,0.152,SEFJ03,CUUR0000SEFJ03
Other dairy and related products,2008,3,0.16,0.167,SEFJ04,CUUR0000SEFJ04
Fresh fruits,2008,3,0.455,0.476,SEFK,CUUR0000SEFK
Apples,2008,4,0.081,0.086,SEFK01,CUUR0000SEFK01
Bananas,2008,4,0.074,0.087,SEFK02,CUUR0000SEFK02
Citrus fruits,2008,4,0.08,0.089,SEFK03,CUUR0000SEFK03
Other fresh fruits,2008,4,0.221,0.213,SEFK04,CUUR0000SEFK04
Potatoes,2008,4,0.082,0.089,SEFL01,CUUR0000SEFL01
Lettuce,2008,4,0.06,0.062,SEFL02,CUUR0000SEFL02
Tomatoes,2008,4,0.082,0.098,SEFL03,CUUR0000SEFL03
dried,2008,5,0.055,0.06,,
Nonalcoholic beverages and beverage materials,2008,2,0.982,1.167,SAF114,CUUR0000SAF114
Juices and nonalcoholic drinks,2008,3,0.651,0.81,SEFN,CUUR0000SEFN
Carbonated drinks,2008,3,0.319,0.425,SEFN01,CUUR0000SEFN01
Frozen noncarbonated juices and drinks,2008,3,0.015,0.017,SEFN02,CUUR0000SEFN02
Nonfrozen noncarbonated juices and drinks,2008,3,0.317,0.369,SEFN03,CUUR0000SEFN03
Beverage materials including coffee and tea,2008,3,0.332,0.356,SEFP,CUUR0000SEFP
Coffee,2008,3,0.122,0.117,SEFP01,CUUR0000SEFP01
Other beverage materials including tea,2008,3,0.21,0.239,SEFP02,CUUR0000SEFP02
Other food at home,2008,2,2.022,2.212,SAF115,CUUR0000SAF115
Sugar and sweets,2008,3,0.3,0.304,SEFR,CUUR0000SEFR
Sugar and artificial sweeteners,2008,3,0.051,0.062,SEFR01,CUUR0000SEFR01
Candy and chewing gum,2008,3,0.193,0.182,SEFR02,CUUR0000SEFR02
Other sweets,2008,3,0.057,0.061,SEFR03,CUUR0000SEFR03
Fats and oils,2008,3,0.241,0.274,SEFS,CUUR0000SEFS
Butter and margarine,2008,3,0.068,0.068,SEFS01,CUUR0000SEFS01
Salad dressing,2008,3,0.064,0.074,SEFS02,CUUR0000SEFS02
Other fats and oils including peanut butter,2008,3,0.109,0.132,SEFS03,CUUR0000SEFS03
Other foods,2008,3,1.481,1.634,SEFT,CUUR0000SEFT
Soups,2008,3,0.096,0.1,SEFT01,CUUR0000SEFT01
Frozen and freeze dried prepared foods,2008,3,0.314,0.352,SEFT02,CUUR0000SEFT02
Snacks,2008,3,0.314,0.333,SEFT03,CUUR0000SEFT03
"Spices, seasonings, condiments, sauces",2008,3,0.252,0.271,SEFT04,CUUR0000SEFT04
Baby food,2008,3,0.072,0.107,,
Other miscellaneous foods,2008,3,0.433,0.472,SEFT06,CUUR0000SEFT06
Food away from home,2008,2,6.474,6.664,SEFV,CUUR0000SEFV
Full service meals and snacks,2008,2,3.143,2.762,SEFV01,CUUR0000SEFV01
Limited service meals and snacks,2008,2,2.572,3.068,SEFV02,CUUR0000SEFV02
Food at employee sites and schools,2008,2,0.303,0.35,SEFV03,CUUR0000SEFV03
Food from vending machines and mobile vendors,2008,2,0.142,0.251,SEFV04,CUUR0000SEFV04
Other food away from home,2008,2,0.314,0.233,SEFV05,CUUR0000SEFV05
Alcoholic beverages,2008,2,1.127,1.077,SAF116,CUUR0000SAF116
Alcoholic beverages at home,2008,2,0.635,0.614,SEFW,CUUR0000SEFW
"Beer, ale, and other malt beverages at home",2008,3,0.322,0.429,SEFW01,CUUR0000SEFW01
Distilled spirits at home,2008,3,0.075,0.059,SEFW02,CUUR0000SEFW02
Wine at home,2008,3,0.238,0.127,SEFW03,CUUR0000SEFW03
Alcoholic beverages away from home,2008,2,0.492,0.463,SEFX,CUUR0000SEFX
Housing,2008,1,43.421,41.313,SAH,CUUR0000SAH
Shelter,2008,1,33.2,31.224,SAH1,CUUR0000SAH1
Rent of primary residence,2008,2,5.957,8.279,SEHA,CUUR0000SEHA
Lodging away from home,2008,2,2.478,1.209,SEHB,CUUR0000SEHB
"Housing at school, excluding board",2008,2,0.155,0.116,SEHB01,CUUR0000SEHB01
motels,2008,4,2.323,1.093,,
Owners' equivalent rent of primary residence,2008,2,24.433,21.43,SEHC01,CUUR0000SEHC01
Tenants' and household insurance,2008,2,0.333,0.306,SEHD,CUUR0000SEHD
Fuels and utilities,2008,1,5.431,6.03,SAH2,CUUR0000SAH2
Household energy,2008,2,4.46,4.996,SAH21,CUUR0000SAH21
Fuel oil and other fuels,2008,2,0.301,0.283,SEHE,CUUR0000SEHE
Fuel oil,2008,3,0.188,0.155,SEHE01,CUUR0000SEHE01
"Propane, kerosene, and firewood",2008,3,0.112,0.128,SEHE02,CUUR0000SEHE02
Gas (piped) and electricity,2008,2,4.159,4.713,SEHF01,CUUR0000SEHF01
Electricity,2008,3,3.002,3.474,SEHF01,CUUR0000SEHF01
Utility (piped) gas service,2008,3,1.157,1.239,SEHF02,CUUR0000SEHF02
Water and sewer and trash collection services,2008,2,0.971,1.035,SEHG,CUUR0000SEHG
Water and sewerage maintenance,2008,3,0.706,0.774,SEHG01,CUUR0000SEHG01
Garbage and trash collection,2008,3,0.266,0.261,SEHG02,CUUR0000SEHG02
Household furnishings and operations,2008,1,4.79,4.059,SAH3,CUUR0000SAH3
Window and floor coverings and other linens,2008,2,0.341,0.284,SEHH,CUUR0000SEHH
Floor coverings,2008,2,0.048,0.054,SEHH01,CUUR0000SEHH01
Window coverings,2008,2,0.111,0.064,SEHH02,CUUR0000SEHH02
Other linens,2008,2,0.181,0.166,SEHH03,CUUR0000SEHH03
Furniture and bedding,2008,2,1.034,0.995,SEHJ,CUUR0000SEHJ
Bedroom furniture,2008,2,0.339,0.387,SEHJ01,CUUR0000SEHJ01
"Living room, kitchen, and dining room furniture",2008,2,0.499,0.45,SEHJ02,CUUR0000SEHJ02
Other furniture,2008,2,0.189,0.146,SEHJ03,CUUR0000SEHJ03
Unsampled furniture,2008,2,0.006,0.012,,
Appliances,2008,2,0.361,0.339,SEHK,CUUR0000SEHK
Major appliances,2008,2,0.223,0.218,SEHK01,CUUR0000SEHK01
Other appliances,2008,2,0.134,0.115,SEHK02,CUUR0000SEHK02
Unsampled appliances,2008,2,0.005,0.005,,
Other household equipment and furnishings,2008,2,0.618,0.436,SEHL,CUUR0000SEHL
"Clocks, lamps, and decorator items",2008,2,0.34,0.228,SEHL01,CUUR0000SEHL01
Indoor plants and flowers,2008,2,0.109,0.082,SEHL02,CUUR0000SEHL02
Dishes and flatware,2008,2,0.073,0.047,SEHL03,CUUR0000SEHL03
"Tools, hardware, outdoor equipment and supplies",2008,2,0.73,0.672,SEHM,CUUR0000SEHM
"Tools, hardware and supplies",2008,2,0.212,0.248,SEHM01,CUUR0000SEHM01
Outdoor equipment and supplies,2008,2,0.349,0.285,SEHM02,CUUR0000SEHM02
supplies,2008,4,0.168,0.139,,
Housekeeping supplies,2008,2,0.926,0.973,SEHN,CUUR0000SEHN
Household cleaning products,2008,2,0.375,0.42,SEHN01,CUUR0000SEHN01
Household paper products,2008,2,0.248,0.269,SEHN02,CUUR0000SEHN02
Miscellaneous household products,2008,2,0.302,0.284,SEHN03,CUUR0000SEHN03
Household operations,2008,2,0.781,0.36,SEHP,CUUR0000SEHP
Domestic services,2008,2,0.255,0.073,SEHP01,CUUR0000SEHP01
Gardening and lawncare services,2008,2,0.275,0.115,SEHP02,CUUR0000SEHP02
"Moving, storage, freight expense",2008,2,0.08,0.062,SEHP03,CUUR0000SEHP03
Repair of household items,2008,2,0.081,0.069,SEHP04,CUUR0000SEHP04
Unsampled household operations,2008,2,0.09,0.041,SEHP,CUUR0000SEHP
Apparel,2008,1,3.691,3.979,SAA,CUUR0000SAA
Men's and boys' apparel,2008,1,0.923,1.024,SAA1,CUUR0000SAA1
Men's apparel,2008,2,0.727,0.783,SEAA,CUUR0000SEAA
"Men's suits, sport coats, and outerwear",2008,2,0.141,0.112,SEAA01,CUUR0000SEAA01
Men's furnishings,2008,2,0.194,0.2,SEAA02,CUUR0000SEAA02
Men's shirts and sweaters,2008,2,0.215,0.238,SEAA03,CUUR0000SEAA03
Men's pants and shorts,2008,2,0.169,0.223,SEAA04,CUUR0000SEAA04
Unsampled men's apparel,2008,2,0.008,0.011,,
Boys' apparel,2008,2,0.196,0.241,SEAB,CUUR0000SEAB
Women's and girls' apparel,2008,1,1.541,1.568,SAA2,CUUR0000SAA2
Women's apparel,2008,2,1.282,1.265,SEAC,CUUR0000SEAC
Women's outerwear,2008,2,0.121,0.108,SEAC01,CUUR0000SEAC01
Women's dresses,2008,2,0.1,0.123,SEAC02,CUUR0000SEAC02
Women's suits and separates,2008,2,0.699,0.679,SEAC03,CUUR0000SEAC03
accessories,2008,4,0.348,0.342,,
Unsampled women's apparel,2008,2,0.014,0.013,,
Girls' apparel,2008,2,0.259,0.303,SEAD,CUUR0000SEAD
Footwear,2008,1,0.688,0.84,SEAE,CUUR0000SEAE
Men's footwear,2008,2,0.224,0.304,SEAE01,CUUR0000SEAE01
Boys' and girls' footwear,2008,2,0.15,0.195,SEAE02,CUUR0000SEAE02
Women's footwear,2008,2,0.314,0.34,SEAE03,CUUR0000SEAE03
Infants' and toddlers' apparel,2008,1,0.183,0.249,SEAF,CUUR0000SEAF
Jewelry and watches,2008,1,0.356,0.298,SEAG,CUUR0000SEAG
Watches,2008,2,0.046,0.041,SEAG01,CUUR0000SEAG01
Jewelry,2008,2,0.31,0.257,SEAG02,CUUR0000SEAG02
Transportation,2008,1,15.314,17.067,SAT,CUUR0000SAT
Private transportation,2008,1,14.189,16.284,SAT1,CUUR0000SAT1
New and used motor vehicles,2008,2,6.931,7.627,SETA,CUUR0000SETA
New vehicles,2008,2,4.48,4.057,SETA01,CUUR0000SETA01
Used cars and trucks,2008,2,1.628,2.863,SETA02,CUUR0000SETA02
Leased cars and trucks,2008,2,0.645,0.521,SETA03,CUUR0000SETA03
Car and truck rental,2008,2,0.085,0.062,SETA04,CUUR0000SETA04
Unsampled new and used motor vehicles,2008,2,0.092,0.124,SETA,CUUR0000SETA
Motor fuel,2008,2,3.164,4.029,SETB,CUUR0000SETB
Gasoline (all types),2008,2,2.964,3.77,SETB01,CUUR0000SETB01
Other motor fuels,2008,2,0.2,0.258,SETB02,CUUR0000SETB02
Motor vehicle parts and equipment,2008,2,0.382,0.482,SETC,CUUR0000SETC
Tires,2008,2,0.23,0.254,SETC01,CUUR0000SETC01
Vehicle accessories other than tires,2008,2,0.152,0.228,SETC02,CUUR0000SETC02
Motor vehicle maintenance and repair,2008,2,1.188,1.242,SETD,CUUR0000SETD
Motor vehicle body work,2008,2,0.07,0.072,SETD01,CUUR0000SETD01
Motor vehicle maintenance and servicing,2008,2,0.466,0.478,SETD02,CUUR0000SETD02
Motor vehicle repair,2008,2,0.624,0.666,SETD03,CUUR0000SETD03
Unsampled service policies,2008,2,0.027,0.027,,
Motor vehicle insurance,2008,2,2.042,2.446,SETE,CUUR0000SETE
Motor vehicle fees,2008,2,0.482,0.458,SETF,CUUR0000SETF
State and local registration and license,2008,2,0.291,0.306,,
Parking and other fees,2008,2,0.176,0.143,SETF03,CUUR0000SETF03
Unsampled motor vehicle fees,2008,2,0.015,0.009,SETF,CUUR0000SETF
Public transportation,2008,1,1.125,0.784,SETG,CUUR0000SETG
Airline fare,2008,2,0.731,0.49,SETG01,CUUR0000SETG01
Other intercity transportation,2008,2,0.166,0.096,SETG02,CUUR0000SETG02
Intracity transportation,2008,2,0.222,0.192,SETG03,CUUR0000SETG03
Unsampled public transportation,2008,2,0.006,0.006,SAT,CUUR0000SAT
Medical care,2008,1,6.39,5.355,SAM,CUUR0000SAM
Medical care commodities,2008,1,1.625,1.32,SAM1,CUUR0000SAM1
Prescription drugs,2008,2,1.253,1.015,SEMF01,CUUR0000SEMF01
Prescription drugs,2008,2,1.241,1.013,SEMF01,CUUR0000SEMF01
Unsampled rent or repair of medical equipment,2008,2,0.012,0.002,,
Nonprescription drugs and medical supplies,2008,2,0.372,0.305,SEMF01,CUUR0000SEMF01
Internal and respiratory over-the-counter drugs,2008,2,0.259,0.218,,
Nonprescription medical equipment and supplies,2008,2,0.113,0.088,SEMG,CUUR0000SEMG
Medical care services,2008,1,4.765,4.035,SAM2,CUUR0000SAM2
Professional services,2008,2,2.702,2.234,SEMC,CUUR0000SEMC
Physicians' services,2008,2,1.364,1.162,SEMC01,CUUR0000SEMC01
Dental services,2008,2,0.752,0.638,SEMC02,CUUR0000SEMC02
Eyeglasses and eye care,2008,2,0.244,0.196,SEMC03,CUUR0000SEMC03
Services by other medical professionals,2008,2,0.342,0.238,SEMC04,CUUR0000SEMC04
Hospital and related services,2008,2,1.545,1.338,SEMD,CUUR0000SEMD
Hospital services,2008,2,1.337,1.26,SEMD01,CUUR0000SEMD01
Nursing homes and adult day services,2008,2,0.132,0.067,SEMD02,CUUR0000SEMD02
Care of invalids and elderly at home,2008,2,0.076,0.012,SEMD03,CUUR0000SEMD03
Health insurance,2008,2,0.518,0.464,SEME,CUUR0000SEME
Recreation,2008,1,5.741,5.454,SAR,CUUR0000SAR
Video and audio,2008,1,1.822,1.982,SERA,CUUR0000SERA
Televisions,2008,2,0.135,0.117,SERA01,CUUR0000SERA01
Cable and satellite television and radio service,2008,2,1.208,1.346,,
Other video equipment,2008,2,0.03,0.032,SERA03,CUUR0000SERA03
video and audio,2008,4,0.166,0.203,SERA,CUUR0000SERA
Audio equipment,2008,2,0.104,0.097,SERA05,CUUR0000SERA05
"Audio discs, tapes and other media",2008,2,0.081,0.093,,
Unsampled video and audio,2008,2,0.099,0.092,SERA,CUUR0000SERA
"Pets, pet products and services",2008,1,0.792,0.784,SERB,CUUR0000SERB
Pets and pet products,2008,2,0.476,0.529,SERB01,CUUR0000SERB01
Pet services including veterinary,2008,2,0.316,0.255,SERB02,CUUR0000SERB02
Sporting goods,2008,1,0.603,0.646,SERC,CUUR0000SERC
Sports vehicles including bicycles,2008,2,0.325,0.321,SERC01,CUUR0000SERC01
Sports equipment,2008,2,0.269,0.311,SERC02,CUUR0000SERC02
Unsampled sporting goods,2008,2,0.01,0.014,SERC,CUUR0000SERC
Photography,2008,1,0.161,0.143,SERD,CUUR0000SERD
Photographic equipment and supplies,2008,2,0.072,0.062,SERD01,CUUR0000SERD01
Photographers and film processing,2008,2,0.087,0.081,,
Unsampled photography,2008,2,0.002,0.001,,
Other recreational goods,2008,1,0.354,0.389,SERE,CUUR0000SERE
Toys,2008,2,0.228,0.281,SERE01,CUUR0000SERE01
